@relation R_data_frame

@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute outlier {no,yes}

@data
0.604938,0.425287,0.43038,0.65,0,0,0.55,0.360465,no
0.358025,0.402299,0.367089,0.47,0,0,0.7,0.255814,no
0.333333,0.011494,0.189873,0.21,0,0,0.616667,0.290698,no
0.382716,0.367816,0.341772,0.17,0,0,0.616667,0.302326,no
0.333333,0.390805,0.316456,0.16,0,0,0.633333,0.255814,no
0.728395,0.402299,0.329114,0.3,0,0,0.666667,0.546512,no
0.382716,0.241379,0.518987,0.19,0,0,0.733333,0.255814,no
0.246914,0.275862,0.151899,0.23,0,0,0.666667,0.302326,no
0.246914,0.275862,0.443038,0.15,0,0,0.616667,0.313953,no
0.246914,0.275862,0.151899,0.23,0,0,0.65,0.302326,no
0.358025,0.436782,0.455696,0.24,0,0,0.616667,0.255814,no
0.382716,0.563218,0.417722,0.66,0,0,0.6,0.255814,no
0.345679,0.471264,0.417722,0.48,0,0,0.666667,0.302326,no
0.654321,0.517241,0.265823,0.28,0,0,0.583333,0.255814,no
0.271605,0.321839,0.379747,0.19,0,0,0.733333,0.255814,no
0.765432,0.597701,0.392405,0.41,0,0,0.733333,0.302326,no
0.481481,0.413793,0.367089,0.41,0,0,0.733333,0.255814,no
0.530864,0.54023,0.329114,0.16,0,0,0.666667,0.255814,no
0.604938,0.517241,0.379747,0.19,0,1,0.683333,0.255814,no
0.259259,0.448276,0.405063,0.52,0,0,0.633333,0.255814,no
0.395062,0.390805,0.253165,0.44,0,0,0.616667,0.255814,no
0.654321,0.494253,0.240506,0.26,0,0,0.633333,0.302326,no
0.37037,0.356322,0.303797,0.22,0,0,0.633333,0.255814,no
0.160494,0.390805,0.43038,0.25,0,0,0.6,0.255814,no
0.419753,0.402299,0.303797,0.44,0,0,0.6,0.313953,no
0.37037,0.402299,0.316456,0.63,0,0,0.65,0.255814,no
0.604938,0.632184,0.35443,0.15,0,0,0.666667,0.255814,no
0.345679,0.54023,0.177215,0.21,0,0,0.65,0.255814,no
0.469136,0.356322,0.265823,0.2,0,0,0.683333,0.255814,no
0.259259,0.390805,0.341772,0.18,0,0,0.55,0.255814,no
0.185185,0.471264,0.417722,0.13,0,0,0.65,0.255814,no
0.123457,0.37931,0.417722,0.27,0,0,0.6,0.255814,no
0.333333,0.333333,0.493671,0.21,0,0,0.45,0.255814,no
0.753086,0.781609,0.43038,0.35,0,0,0.483333,0.255814,no
0.740741,0.701149,0.35443,0.33,0,0,0.583333,0.255814,no
0.320988,0.402299,0.531646,0.67,0,0,0.583333,0.255814,no
0.580247,0.448276,0.392405,0.44,0,0,0.716667,0.313953,no
0.382716,0.413793,0.481013,0.47,0,0,0.6,0.418605,no
0.358025,0.390805,0.417722,0.55,0,0,0.633333,0.755814,no
0.506173,0.528736,0.303797,0.23,0,0,0.7,0.255814,no
0.320988,0.689655,0.329114,0.65,0,0,0.683333,0.5,no
0.333333,0.482759,0.506329,0.13,0,0,0.566667,0.255814,no
0.283951,0.425287,0.405063,0.22,0,1,0.616667,0.255814,no
0.580247,0.609195,0.139241,0.54,0,0,0.633333,0.255814,no
0.679012,0.494253,0.177215,0.36,0,0,0.633333,0.290698,no
0.864198,0.448276,0.253165,0.26,0,0,0.65,0.360465,no
0.592593,0.436782,0.417722,0.21,0,0,0.5,0.348837,no
0.259259,0.632184,0.367089,0.82,0,0,0.516667,0.418605,no
0.493827,0.505747,0.278481,0.26,0,0,0.633333,0.255814,no
0.506173,0.563218,0.417722,0.4,0,0,0.616667,0.255814,no
0.209877,0.310345,0.405063,0.48,0,0,0.583333,0.255814,no
0.395062,0.333333,0.443038,0.38,0,0,0.55,0.255814,no
0.271605,0.471264,0.468354,0.2,0,0,0.65,0.255814,no
0.469136,0.310345,0.518987,0.3,0,0,0.583333,0.127907,no
0.407407,0.425287,0.481013,0.31,0,0,0.616667,0.255814,no
0.283951,0.45977,0.405063,0.64,0,0,0.566667,0.255814,no
0.382716,0.37931,0.544304,0.36,0,0,0.6,0.255814,no
0.506173,0.436782,0.493671,0.38,0,1,0.65,0.27907,no
0.320988,0.287356,0.544304,0.14,0,0,0.683333,0.255814,no
0.506173,0.505747,0.544304,0.52,0,0,0.566667,0.325581,no
0.419753,0.333333,0.468354,0.29,0,0,0.616667,0.255814,no
0.271605,0.448276,0.405063,0.41,0,0,0.433333,0.383721,no
0.320988,0.344828,0.531646,0.4,0,0,0.766667,0.127907,no
0.308642,0.356322,0.582278,0.35,0,0,0.583333,0.302326,no
0.481481,0.448276,0.506329,0.33,0,0,0.416667,0.127907,no
0.469136,0.551724,0.43038,0.27,0,0,0.516667,0.244186,no
0.469136,0.517241,0.468354,0.35,0,0,0.6,0.255814,no
0.555556,0.586207,0.443038,0.21,0,0,0.616667,0.255814,no
0.45679,0.425287,0.506329,0.49,0,0,0.55,0.325581,no
0.506173,0.37931,0.481013,0.16,0,0,0.6,0.255814,no
0.209877,0.287356,0.443038,0.44,0,0,0.583333,0.255814,no
0.419753,0.448276,0.506329,0.35,0,0,0.616667,0.255814,no
0.530864,0.528736,0.417722,0.47,0,0,0.55,0.255814,no
0.444444,0.425287,0.493671,0.31,0,0,0.55,0.313953,no
0.481481,0.45977,0.455696,0.46,0,0,0.633333,0.313953,no
0.567901,0.45977,0.43038,0.52,0,0,0.566667,0.313953,no
0.234568,0.471264,0.417722,0.41,0,0,0.633333,0.255814,no
0.481481,0.45977,0.367089,0.53,0,0,0.566667,0.360465,no
0.518519,0.37931,0.379747,0.37,0,0,0.633333,0.255814,no
0.444444,0.528736,0.329114,0.64,0,0,0.683333,0.383721,no
0.432099,0.586207,0.367089,0.13,0,0,0.6,0.255814,no
0.259259,0.701149,0.35443,0.16,0,0,0.633333,0.255814,no
0.703704,0.724138,0.177215,0.27,0,0,0.516667,0.255814,no
0.395062,0.494253,0.379747,0.42,0,0,0.666667,0.418605,no
0.296296,0.218391,0.367089,0.29,0,0,0.616667,0.255814,no
0.37037,0.356322,0.303797,0.55,0,0,0.583333,0.255814,no
0.382716,0.494253,0.35443,0.61,0,0,0.616667,0.255814,no
0.395062,0.402299,0.379747,0.43,0,0,0.6,0.255814,no
0.54321,0.54023,0.367089,0.27,0,0,0.7,0.255814,no
0.333333,0.356322,0.405063,0.31,0,0,0.583333,0.255814,no
0.481481,0.505747,0.417722,0.69,0,0,0.683333,0.255814,no
0.518519,0.528736,0.329114,0.49,0,0,0.683333,0.255814,no
0.54321,0.390805,0.443038,0.12,0,0,0.616667,0.255814,no
0.444444,0.45977,0.417722,0.4,0,0,0.583333,0.255814,no
0.271605,0.390805,0.468354,0.62,0,0,0.616667,0.255814,no
0.308642,0.45977,0.405063,0.37,0,0,0.633333,0.255814,no
0.469136,0.310345,0.341772,0.24,0,0,0.7,0.255814,no
0.333333,0.37931,0.443038,0.12,0,0,0.7,0.255814,no
0.481481,0.287356,0.240506,0.21,0,0,0.616667,0.255814,no
0.419753,0.321839,0.367089,0.24,1,0,0.566667,0.255814,no
0.296296,0.310345,0.367089,0.18,0,0,0.616667,0.325581,no
0.271605,0.528736,0.316456,0.19,0,0,0.383333,0.255814,no
0.395062,0.597701,0.405063,0.19,0,0,0.6,0.255814,no
0.765432,0.758621,0.139241,0.37,0,0,0.466667,0.255814,no
0.308642,0.321839,0.101266,0.21,0,0,0.6,0.255814,no
0.37037,0.54023,0.43038,0.17,0,0,0.516667,0.255814,no
0.395062,0.37931,0.417722,0.41,0,0,0.666667,0.255814,no
0.506173,0.436782,0.392405,0.45,0,0,0.616667,0.313953,no
0.222222,0.321839,0.303797,0.14,0,0,0.566667,0.255814,no
0.222222,0.436782,0.455696,0.4,0,0,0.583333,0.313953,no
0.382716,0.264368,0.405063,0.41,0,0,0.7,0.418605,no
0.493827,0.517241,0.227848,0.52,0,0,0.616667,0.360465,no
0.728395,0.574713,0.405063,0.13,0,0,0.683333,0.255814,no
0.419753,0.551724,0.379747,0.49,0,0,0.683333,0.313953,no
0.345679,0.425287,0.43038,0.19,0,0,0.816667,0.255814,no
0.197531,0.425287,0.291139,0.27,0,0,0.633333,0.255814,no
0.37037,0.356322,0.379747,0.18,0,0,0.65,0.313953,no
0.123457,0.241379,0.43038,0.24,0,0,0.633333,0.255814,no
0.691358,0.62069,0.379747,0.29,0,0,0.65,0.418605,no
0.790123,0.505747,0.265823,0.57,0,0,0.616667,0.372093,no
0.296296,0.287356,0.21519,0.12,0,0,0.616667,0.255814,no
0.728395,0.597701,0.240506,0.16,0,0,0.833333,0.255814,no
0.407407,0.586207,0.164557,0.16,0,0,0.733333,0.255814,no
0.691358,0.609195,0.544304,0.39,0,0,0.55,0.372093,no
0.271605,0.413793,0.468354,0.22,0,0,0.65,0.255814,no
0.358025,0.413793,0.303797,0.23,0,0,0.633333,0.255814,no
0.246914,0.172414,0.417722,0.14,0,0,0.766667,0.255814,no
0.703704,0.62069,0.202532,0.22,0,0,0.683333,0.255814,no
0.37037,0.16092,0.455696,0.18,0,1,0.683333,0.255814,no
0.111111,0.402299,0.443038,0.16,0,0,0.583333,0.302326,no
0.617284,0.298851,0.392405,0.12,0,0,0.416667,0.406977,no
0.45679,0.402299,0.367089,0.3,0,0,0.633333,0.255814,no
0.382716,0.425287,0.417722,0.16,0,0,0.6,0.255814,no
0.345679,0.344828,0.481013,0.27,0,0,0.7,0.255814,no
0.604938,0.528736,0.291139,0.49,0,0,0.45,0.302326,no
0.382716,0.436782,0.455696,0.27,0,0,0.583333,0.255814,no
0.320988,0.37931,0.506329,0.2,0,0,0.816667,0.255814,no
0.419753,0.436782,0.189873,0.13,0,0,0.65,0.255814,no
0.506173,0.471264,0.417722,0.53,0,0,0.65,0.313953,no
0.37037,0.448276,0.405063,0.7,0,0,0.633333,0.255814,no
0.37037,0.367816,0.405063,0.16,0,0,0.6,0.360465,no
0.395062,0.37931,0.455696,0.25,0,0,0.666667,0.255814,no
0.37037,0.367816,0.316456,0.18,0,0,0.6,0.360465,no
0.407407,0.37931,0.379747,0.18,0,0,0.616667,0.255814,no
0.444444,0.528736,0.392405,0.1,0,0,0.666667,0.255814,no
0.246914,0.517241,0.367089,0.1,0,0,0.633333,0.290698,no
0.62963,0.816092,0.35443,0.28,1,0,0.75,0.255814,no
0.271605,0.402299,0.21519,0.13,0,0,0.633333,0.406977,no
0.320988,0.517241,0.481013,0.44,0,0,0.716667,0.255814,no
0.679012,0.873563,0.139241,0.24,0,0,0.683333,0.372093,no
0.111111,0.37931,0.063291,0.18,0,0,0.433333,0.255814,no
0.395062,0.37931,0.35443,0.21,0,0,0.7,0.255814,no
0.753086,0.793103,0.455696,0.26,0,0,0.733333,0.313953,no
0.333333,0.413793,0.303797,0.28,0,0,0.7,0.255814,no
0.259259,0.264368,0.43038,0.15,0,0,0.666667,0.255814,no
0.382716,0.218391,0.35443,0.49,0,0,0.583333,0.372093,no
0.320988,0.45977,0.329114,0.43,0,0,0.616667,0.313953,no
0.691358,0.54023,0.278481,0.35,0,0,0.533333,0.313953,no
0.45679,0.632184,0.392405,0.39,0,0,0.383333,0.255814,no
0.358025,0.367816,0.481013,0.35,0,0,0.7,0.348837,no
0.08642,0.172414,0.493671,0.2,0,0,0.683333,0.360465,no
0.493827,0.367816,0.468354,0.21,0,0,0.6,0.255814,no
0.358025,0.448276,0.35443,0.35,0,0.60241,0.633333,0.255814,no
0.493827,0.517241,0.329114,0.61,0,0,0.516667,0.348837,no
0.382716,0.505747,0.518987,0.25,0,0,0.633333,0.255814,no
0.469136,0.413793,0.367089,0.2,0,0,0.633333,0.325581,no
0.530864,0.344828,0.35443,0.29,0,0,0.616667,0.313953,no
0.320988,0.321839,0.35443,0.14,1,0,0.666667,0.348837,no
0.345679,0.413793,0.493671,0.15,0,0,0.416667,0.255814,no
0.333333,0.37931,0.405063,0.23,0,0,0.633333,0.255814,no
0.358025,0.333333,0.341772,0.19,0,0,0.75,0.255814,no
0.296296,0.367816,0.405063,0.19,0,0,0.716667,0.255814,no
0.111111,0.264368,0.43038,0.15,0,0,0.733333,0.255814,no
0.679012,0.678161,0.367089,0.28,0,0,0.616667,0.313953,no
0.679012,0.678161,0.367089,0.28,0,0,0.6,0.313953,no
0.234568,0.563218,0.392405,0.14,0,0,0.666667,0.255814,no
0.716049,0.678161,0.341772,0.26,0,0,0.633333,0.255814,no
0.679012,0.701149,0.379747,0.27,0,0,0.616667,0.255814,no
0.246914,0.781609,0.177215,0.28,0,0,0.633333,0.523256,no
0.234568,0.367816,0.202532,0.19,0,0,0.65,0.348837,no
0.148148,0.195402,0.164557,0.19,0,0,0.7,0.348837,no
0.493827,0.551724,0.379747,0.62,0,0,0.633333,0.44186,no
0.345679,0.471264,0.405063,0.77,0,0,0.65,0.418605,no
0.716049,0.747126,0.379747,0.28,0,0,0.333333,0.255814,no
0.679012,0.666667,0.392405,0.3,0,0,0.233333,0.255814,no
0.716049,0.689655,0.379747,0.27,0,0,0.35,0.255814,no
0.345679,0.551724,0.367089,0.23,0,0,0.6,0.255814,no
0.728395,0.643678,0.291139,0.26,0,0,0.683333,0.255814,no
0.37037,0.54023,0.113924,0.34,0,0,0.616667,0.5,no
0.098765,0.494253,0.113924,0.14,0,0,0.65,0.453488,no
0.259259,0.298851,0.151899,0.17,0,0,0.633333,0.360465,no
0.444444,0.436782,0.417722,0.2,0,0,0.716667,0.255814,no
0.938272,0.666667,0.075949,0.39,0,0,0.3,0.255814,no
0.962963,0.666667,0.101266,0.42,0,0,0.366667,0.255814,no
0.308642,0.344828,0.164557,0.21,0,0,0.7,0.465116,no
0.246914,0.413793,0.113924,0.19,0,0,0.65,0.360465,no
0.222222,0.436782,0.227848,0.18,0,0,0.633333,0.313953,no
0.098765,0.413793,0.189873,0.26,0,0,0.6,0.302326,no
0.333333,0.275862,0.341772,0.36,0,0,0.583333,0.255814,no
0.580247,0.482759,0.164557,0.2,0,0,0.816667,0.255814,no
0.283951,0.597701,0.468354,0.34,0,0,0.616667,0.255814,no
0.320988,0.390805,0.405063,0.15,0,0,0.65,0.313953,no
0.395062,0.402299,0.316456,0.29,0,0,0.683333,0.255814,no
0.691358,0.643678,0.341772,0.13,0,0,0.733333,0.465116,no
0.617284,0.655172,0.367089,0.3,0,0,0.683333,0.255814,no
0.54321,0.482759,0.405063,0.51,0,0,0.7,0.255814,no
0.444444,0.574713,0.417722,0.16,0,0,0.533333,0.313953,no
0.333333,0.563218,0.417722,0.25,0,0,0.55,0.255814,no
0.419753,0.528736,0.341772,0.14,0,0,0.633333,0.255814,no
0.283951,0.45977,0.455696,0.17,0,0,0.6,0.255814,no
0.407407,0.37931,0.443038,0.2,0,0,0.616667,0.255814,no
0.419753,0.344828,0.455696,0.24,0,0,0.433333,0.325581,no
0.45679,0.402299,0.367089,0.17,0,0,0.633333,0.302326,no
0.716049,0.505747,0.303797,0.17,0,0,0.666667,0.255814,no
0.320988,0.367816,0.392405,0.17,0,0,0.683333,0.255814,no
0.111111,0.436782,0.43038,0.19,0,0,0.733333,0.255814,no
0.395062,0.436782,0.443038,0.28,0,0,0.683333,0.313953,no
0.358025,0.494253,0.35443,0.32,0,0,0.616667,0.255814,no
0.493827,0.37931,0.341772,0.46,0,0,0.6,0.255814,no
0.395062,0.37931,0.240506,0.65,0,0,0.6,0.255814,no
0.765432,0.482759,0.177215,0.34,0,0,0.633333,0.255814,no
0.419753,0.367816,0.405063,0.18,0,0,0.483333,0.255814,no
0.320988,0.16092,0.367089,0.33,0,0,0.666667,0.302326,no
0.209877,0.229885,0.21519,0.15,0,0,0.7,0.418605,no
0.358025,0.425287,0.443038,0.11,0,0,0.333333,0.255814,no
0.197531,0.390805,0.405063,0.19,0,0,0.583333,0.255814,no
0.358025,0.402299,0.443038,0.18,0,0,0.75,0.255814,no
0.506173,0.528736,0.329114,0.47,0,0,0.666667,0.255814,no
0.320988,0.45977,0.379747,0.42,0,0,0.65,0.255814,no
0.481481,0.45977,0.151899,0.26,0,0,0.633333,0.255814,no
0.333333,0.344828,0.367089,0.24,0,0,0.583333,0.360465,no
0.296296,0.37931,0.367089,0.21,0,0,0.6,0.395349,no
0.518519,0.482759,0.379747,0.26,0,0,0.65,0.255814,no
0.382716,0.563218,0.392405,0.3,0,0,0.716667,0.255814,no
0.37037,0.367816,0.417722,0.4,0,0,0.7,0.255814,no
0.555556,0.45977,0.481013,0.14,0,0,0.666667,0.255814,no
0.469136,0.54023,0.417722,0.17,0,0,0.65,0.255814,no
0.234568,0.206897,0.481013,0.19,0,0,0.55,0.255814,no
0.604938,0.45977,0.291139,0.31,0,0,0.633333,0.255814,no
0.493827,0.390805,0.379747,0.53,0,0,0.666667,0.302326,no
0.259259,0.54023,0.367089,0.16,0,0,0.633333,0.255814,no
0.518519,0.37931,0.417722,0.11,0,0,0.566667,0.255814,no
0.580247,0.482759,0.417722,0.18,0,0,0.5,0.255814,no
0.271605,0.321839,0.278481,0.61,0,0,0.666667,0.255814,no
0.320988,0.609195,0.227848,0.11,0,0,0.683333,0.255814,no
0.506173,0.402299,0.316456,0.32,0,0,0.45,0.383721,no
0.555556,0.356322,0.379747,0.35,0,0,0.666667,0.255814,no
0.444444,0.287356,0.544304,0.42,0,0,0.566667,0.255814,no
0.320988,0.344828,0.367089,0.25,0,0,0.566667,0.255814,no
0.345679,0.45977,0.341772,0.51,0,0,0.683333,0.255814,no
0.320988,0.448276,0.367089,0.12,0,0,0.783333,0.255814,no
0.234568,0.310345,0.481013,0.25,0,0,0.516667,0.255814,no
0.246914,0.298851,0.481013,0.25,0,0,0.533333,0.255814,no
0.432099,0.482759,0.443038,0.14,0,0,0.616667,0.290698,no
0.320988,0.425287,0.455696,0.29,0,0,0.516667,0.127907,no
0.320988,0.425287,0.455696,0.29,0,0,0.516667,0.127907,no
0.518519,0.287356,0.455696,0.36,0,0,0.516667,0.244186,no
0.518519,0.287356,0.455696,0.36,0,0,0.516667,0.244186,no
0.296296,0.229885,0.417722,0.37,0,0,0.416667,0.186047,no
0.296296,0.229885,0.417722,0.37,0,0,0.416667,0.186047,no
0.395062,0.298851,0.468354,0.19,0,0,0.566667,0.255814,no
0.197531,0.229885,0.341772,0.42,0,0,0.566667,0.5,no
0.333333,0.252874,0.607595,0.18,0,0,0.283333,0.290698,no
0.333333,0.252874,0.607595,0.18,0,0,0.283333,0.290698,no
0.469136,0.344828,0.392405,0.3,0,0,0.4,0.127907,no
0.469136,0.344828,0.392405,0.3,0,0,0.4,0.127907,no
0.493827,0.436782,0.341772,0.12,0,0,0.683333,0.360465,no
0.493827,0.436782,0.341772,0.12,0,0,0.683333,0.360465,no
0.518519,0.45977,0.481013,0.17,0,0,0.516667,0.325581,no
0.518519,0.402299,0.443038,0.19,0,0,0.666667,0.360465,no
0.518519,0.402299,0.443038,0.19,0,0,0.666667,0.360465,no
0.308642,0.494253,0.392405,0.18,0,0,0.616667,0.127907,no
0.209877,0.494253,0.392405,0.18,0,0,0.533333,0.186047,no
0.222222,0.356322,0.544304,0.48,0,0,0.383333,0.313953,no
0.654321,0.275862,0.531646,0.38,0,0,0.45,0.162791,no
0.654321,0.275862,0.531646,0.38,0,0,0.45,0.162791,no
0.308642,0.264368,0.544304,0.45,0,0,0.666667,0.127907,no
0.481481,0.367816,0.43038,0.27,0,0,0.583333,0.127907,no
0.54321,0.586207,0.303797,0.26,0,0,0.5,0.255814,no
0.54321,0.586207,0.303797,0.26,0,0,0.5,0.255814,no
0.296296,0.229885,0.582278,0.12,0,0,0.533333,0.267442,no
0.296296,0.229885,0.582278,0.12,0,0,0.5,0.267442,no
0.481481,0.356322,0.367089,0.26,0,0,0.65,0.255814,no
0.234568,0.344828,0.405063,0.22,0,0,0.583333,0.127907,no
0.259259,0.367816,0.506329,0.29,0,0,0.516667,0.255814,no
0.259259,0.367816,0.506329,0.29,0,0,0.516667,0.255814,no
0.185185,0.241379,0.556962,0.4,0,0,0.316667,0.186047,no
0.185185,0.241379,0.556962,0.4,0,0,0.316667,0.186047,no
0.296296,0.103448,0.734177,0.79,0,0,0.15,0,no
0.197531,0.091954,1,0.8,0,0,0,0.011628,no
0.197531,0.091954,1,0.8,0,0,0,0.011628,no
0.45679,0.252874,0.329114,0.41,0,0,0.616667,0.255814,no
0.45679,0.252874,0.329114,0.35,0,0,0.65,0.255814,no
0.432099,0.356322,0.43038,0.48,0,0,0.566667,0.255814,no
0.197531,0.298851,0.443038,0.2,0,0,0.6,0.476744,no
0.358025,0.37931,0.468354,0.16,0,0,0.533333,0.255814,no
0.358025,0.482759,0.341772,0.1,0,0,0.7,0.255814,no
0.580247,0.54023,0.392405,0.19,0,0,0.933333,0.255814,no
0.617284,0.471264,0.43038,0.23,0,0,1,0.255814,no
0.666667,0.54023,0.329114,0.2,0,0,0.983333,0.255814,no
0.728395,0.793103,0.443038,0.21,0,0,0.933333,0.255814,no
0.283951,0.413793,0.35443,0.36,0,0,0.733333,0.302326,no
0.345679,0.494253,0.316456,0.5,0,0,0.633333,0.255814,no
0.333333,0.229885,0.303797,0.22,0,0,0.466667,0.430233,no
0.407407,0.344828,0.506329,0.22,0,0,0.533333,0.255814,no
0.407407,0.344828,0.506329,0.22,0,0,0.533333,0.255814,no
0.160494,0.356322,0.417722,0.21,0,0,0.45,0.22093,no
0.160494,0.356322,0.417722,0.21,0,0,0.45,0.22093,no
0.358025,0.321839,0.392405,0.33,0,0,0.633333,0.302326,no
0.333333,0.298851,0.417722,0.22,0,0,0.583333,0.290698,no
0.333333,0.298851,0.417722,0.22,0,0,0.583333,0.290698,no
0.283951,0.425287,0.544304,0.13,0,0,0.6,0.255814,no
0.333333,0.471264,0.481013,0.41,0,0,0.666667,0.244186,no
0.333333,0.471264,0.481013,0.41,0,0,0.666667,0.244186,no
0.246914,0.597701,0.455696,0.19,0,0,0.516667,0.290698,no
0.246914,0.597701,0.455696,0.19,0,0,0.5,0.290698,no
0.234568,0.425287,0.392405,0.44,0,0,0.683333,0.127907,no
0.234568,0.425287,0.392405,0.44,0,0,0.683333,0.127907,no
0.395062,0.448276,0.468354,0.17,0,0,0.566667,0.325581,no
0.469136,0.402299,0.417722,0.22,0,0,0.616667,0.127907,no
0.382716,0.425287,0.518987,0.23,0,0,0.366667,0.127907,no
0.271605,0.413793,0.556962,0.28,0,0,0.766667,0.662791,no
0.419753,0.505747,0.493671,0.36,0,0,0.616667,0.255814,no
0.419753,0.505747,0.493671,0.36,0,0,0.616667,0.255814,no
0.222222,0.195402,0.518987,0.43,0,0,0.516667,0.453488,no
0.222222,0.195402,0.518987,0.43,0,0,0.516667,0.453488,no
0.37037,0.310345,0.468354,0.23,0,0,0.566667,0.313953,no
0.222222,0.275862,0.379747,0.38,0,0,0.516667,0.255814,no
0.469136,0.425287,0.240506,0.08,0,0,0.566667,0.255814,no
0.395062,0.310345,0.367089,0.28,0,0,0.583333,0.313953,no
0.185185,0.137931,0.43038,0.28,0,0,0.633333,0.569767,no
0.716049,0.83908,0.291139,0.27,0,0,0.583333,0.255814,no
0.493827,0.471264,0.405063,0.14,0,0,0.583333,0.255814,no
0.382716,0.402299,0.341772,0.23,0,0,0.666667,0.790698,no
0.246914,1,0.21519,0.41,0,0,0.616667,0.313953,no
0.45679,0.333333,0.392405,0.14,0,0,0.633333,0.255814,no
0.246914,0.37931,0.151899,0.18,0,0,0.666667,0.255814,no
0.407407,0.471264,0.329114,0.49,0,0,0.683333,0.255814,no
0.45679,0.597701,0.35443,0.56,0,0,0.6,0.255814,no
0.419753,0.436782,0.43038,0.57,0,0,0.55,0.255814,no
0.432099,0.586207,0.240506,0.56,0,0,0.633333,0.255814,no
0.345679,0.517241,0.329114,0.52,0,0,0.683333,0.255814,no
0.333333,0.333333,0.379747,0.16,0,0,0.716667,0.255814,no
0.506173,0.436782,0.35443,0.18,0,0,0.666667,0.44186,no
0.814815,0.609195,0.35443,0.18,0,0,0.633333,0.255814,no
0.444444,0.448276,0.291139,0.2,0,0,0.716667,0.255814,no
0.37037,0.287356,0.443038,0.09,0,0,0.55,0.255814,no
0.234568,0.310345,0.405063,0.12,0,0,0.7,0.255814,no
0.444444,0.482759,0.392405,0.13,0,0,0.666667,0.290698,no
0.333333,0.356322,0.468354,0.17,0,0,0.7,0.255814,no
0.185185,0.37931,0.392405,0.19,0,0,0.666667,0.302326,no
0.481481,0.494253,0.316456,0.14,0,0,0.633333,0.255814,no
0.333333,0.390805,0.291139,0.18,1,0,0.55,0.255814,no
0.308642,0.666667,0.367089,0.21,0,0,0.683333,0.313953,no
0.45679,0.413793,0.139241,0.22,0,0,0.616667,0.255814,no
0.271605,0.413793,0.329114,0.09,0,0,0.6,0.255814,no
0.308642,0.436782,0.405063,0.3,0,0,0.666667,0.255814,no
0.432099,0.436782,0.443038,0.15,0,0,0.683333,0.360465,no
0.395062,0.436782,0.139241,0.27,0,0,0.683333,0.255814,no
0.333333,0.287356,0.379747,0.2,0,0,0.633333,0.255814,no
0.444444,0.678161,0.177215,0.26,0,0,0.6,0.255814,no
0.432099,0.356322,0.177215,0.19,0,0,0.633333,0.313953,no
0.567901,0.609195,0.202532,0.12,0,0,0.65,0.313953,no
0.271605,0.310345,0.443038,0.17,0,0,0.716667,0.255814,no
0.246914,0.666667,0.21519,0.14,0,0,0.616667,0.255814,no
0.222222,0.333333,0.316456,0.15,0,0,0.633333,0.360465,no
0.493827,0.482759,0.455696,0.18,0,0,0.633333,0.255814,no
0.358025,0.436782,0.367089,0.24,0,0,0.683333,0.44186,no
0.246914,0.195402,0.531646,0.2,0,0,0.5,0.546512,no
0.345679,0.448276,0.417722,0.25,0,0,0.683333,0.337209,no
0.716049,0.793103,0.240506,0.36,0,0,0.416667,0.255814,no
0.407407,0.482759,0.227848,0.09,1,0,0.7,0.290698,no
0.283951,0.172414,0.151899,0.23,0,0,0.433333,0.302326,no
0.135802,0.229885,0.43038,0.12,0,0,0.666667,0.44186,no
0.62963,0.747126,0.405063,0.24,0,0,0.583333,0.255814,no
0.814815,0.643678,0.164557,0.31,0,0,0.733333,0.348837,no
0.45679,0.528736,0.303797,0.15,0,0,0.683333,0.255814,no
0.345679,0.494253,0.405063,0.44,0,0,0.666667,0.255814,no
0.419753,0.413793,0.329114,0.21,0,0,0.666667,0.255814,no
0.62963,0.505747,0.164557,0.19,0,0,0.666667,0.313953,no
0.283951,0.344828,0.582278,0.7,0,0,0.483333,0.290698,no
0.45679,0.482759,0.455696,0.15,0,0,0.683333,0.290698,no
0.234568,0.333333,0.126582,0.35,0,0,0.65,0.255814,no
0.222222,0.482759,0.392405,0.13,0,0,0.483333,0.930233,no
0.333333,0.402299,0.21519,0.22,0,0,0.433333,0.523256,no
0.753086,0.643678,0.405063,0.33,0,0,0.633333,0.255814,no
0.407407,0.597701,0.189873,0.37,0,0,0.65,0.395349,no
0.555556,0.206897,0.405063,0.15,0,0,0.666667,0.360465,no
0.259259,0.344828,0.189873,0.33,0,0,0.633333,0.255814,no
0.469136,0.436782,0.164557,0.13,0,0,0.666667,0.313953,no
0.049383,0.275862,0.139241,0.13,0,0,0.666667,0.255814,no
0.432099,0.425287,0.379747,0.26,0,0,0.65,0.255814,no
0.506173,0.586207,0.443038,0.36,0,0,0.55,0.313953,no
0.098765,0.321839,0.037975,0.2,0,0,0.6,0.255814,no
0.074074,0.252874,0.012658,0.18,0,0,0.55,0.255814,no
0.246914,0.367816,0.379747,0.29,0,0,0.683333,0.255814,no
0.222222,0.310345,0.21519,0.18,0,0,0.633333,0.255814,no
0.296296,0.390805,0.329114,0.18,0,0,0.566667,0.255814,no
0.320988,0.505747,0.21519,0.28,0,0,0.666667,0.360465,no
0.444444,0.505747,0.379747,0.07,0,0,0.7,0.255814,no
